edad-media,  State-gov,  Bachelors,  Never-married,  Adm-clerical,  Not-in-family,  White,  Male, no, si, excesivo, nacional, n
adulto,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Husband,  Black,  Male, si, si, medio-tiempo, nacional, n
adulto,  Local-gov,  Preschool,  Never-married,  Machine-op-inspct,  Not-in-family,  White,  Female, si, si, tiempo-completo, nacional, n
joven,  Private,  HS-grad,  Never-married,  Sales,  Own-child,  White,  Female, si, si, excesivo, nacional, n
adulto,  ?,  10th,  Divorced,  ?,  Not-in-family,  Amer-Indian-Eskimo,  Female, si, si, medio-tiempo, nacional, n
anciano,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Farming-fishing,  Husband,  White,  Male, no, si, excesivo, nacional, n
anciano,  Private,  Assoc-voc,  Widowed,  Adm-clerical,  Not-in-family,  White,  Female, si, si, medio-tiempo, extranjero, n
anciano,  Private,  HS-grad,  Divorced,  Adm-clerical,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  11th,  Separated,  Transport-moving,  Not-in-family,  Black,  Male, no, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Sales,  Unmarried,  Black,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Private,  Some-college,  Never-married,  Adm-clerical,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Divorced,  Craft-repair,  Other-relative,  Other,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Prof-school,  Never-married,  Prof-specialty,  Not-in-family,  White,  Male, si, si, excesivo, nacional, y
adulto,  State-gov,  HS-grad,  Married-civ-spouse,  Other-service,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  State-gov,  Some-college,  Never-married,  Adm-clerical,  Not-in-family,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, extranjero, y
edad-media,  Local-gov,  Masters,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
joven,  Private,  HS-grad,  Never-married,  Transport-moving,  Own-child,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Other-service,  Wife,  White,  Female, si, si, medio-tiempo, nacional, n
joven,  State-gov,  Assoc-acdm,  Married-civ-spouse,  Protective-serv,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  ?,  Some-college,  Never-married,  ?,  Own-child,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Some-college,  Divorced,  Craft-repair,  Not-in-family,  White,  Male, si, no, excesivo, nacional, n
adulto,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, si, tiempo-completo, extranjero, n
adulto,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Never-married,  Other-service,  Not-in-family,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Private,  Assoc-acdm,  Married-civ-spouse,  Tech-support,  Husband,  White,  Male, si, no, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, si, excesivo, extranjero, n
edad-media,  Private,  Prof-school,  Married-civ-spouse,  Prof-specialty,  Wife,  White,  Female, si, si, excesivo, nacional, y
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Adm-clerical,  Wife,  Black,  Female, si, si, excesivo, nacional, n
adulto,  Local-gov,  10th,  Widowed,  Other-service,  Unmarried,  Black,  Female, si, si, tiempo-completo, nacional, n
joven,  Local-gov,  Some-college,  Never-married,  Adm-clerical,  Own-child,  White,  Male, si, si, excesivo, nacional, n
adulto,  Private,  Some-college,  Never-married,  Transport-moving,  Not-in-family,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Farming-fishing,  Husband,  Asian-Pac-Islander,  Male, si, si, excesivo, extranjero, y
joven,  Private,  HS-grad,  Never-married,  Other-service,  Own-child,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Separated,  Other-service,  Not-in-family,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Private,  Assoc-voc,  Widowed,  Exec-managerial,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
adulto,  Private,  7th-8th,  Divorced,  Craft-repair,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Divorced,  Prof-specialty,  Own-child,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  11th,  Never-married,  Other-service,  Own-child,  White,  Male, si, si, medio-tiempo, nacional, n
adulto,  Private,  Some-college,  Married-civ-spouse,  Sales,  Husband,  White,  Male, no, si, excesivo, nacional, n
edad-media,  Private,  11th,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Self-emp-inc,  Some-college,  Married-civ-spouse,  Exec-managerial,  Husband,  Asian-Pac-Islander,  Male, si, si, excesivo, extranjero, y
joven,  ?,  Some-college,  Never-married,  ?,  Own-child,  White,  Male, si, si, medio-tiempo, extranjero, n
adulto,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Bachelors,  Never-married,  Prof-specialty,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Wife,  White,  Female, si, si, excesivo, nacional, y
adulto,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
joven,  Private,  9th,  Never-married,  Other-service,  Own-child,  White,  Male, no, si, medio-tiempo, nacional, n
adulto,  Self-emp-not-inc,  Masters,  Married-civ-spouse,  Farming-fishing,  Husband,  White,  Male, no, si, excesivo, nacional, n
edad-media,  Local-gov,  Masters,  Never-married,  Prof-specialty,  Own-child,  White,  Male, si, si, tiempo-completo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Prof-specialty,  Own-child,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  Husband,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Private,  Some-college,  Never-married,  Exec-managerial,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Never-married,  Tech-support,  Own-child,  White,  Female, si, si, excesivo, nacional, n
joven,  Private,  Some-college,  Married-civ-spouse,  Machine-op-inspct,  Wife,  White,  Female, no, si, excesivo, nacional, y
joven,  Private,  Bachelors,  Never-married,  Prof-specialty,  Not-in-family,  White,  Female, si, si, medio-tiempo, extranjero, n
edad-media,  Local-gov,  Some-college,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Private,  Assoc-acdm,  Divorced,  Sales,  Unmarried,  Black,  Female, si, si, excesivo, nacional, n
adulto,  Private,  Bachelors,  Divorced,  Prof-specialty,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
joven,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  Own-child,  White,  Male, si, si, excesivo, nacional, n
adulto,  Federal-gov,  Masters,  Married-civ-spouse,  Sales,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Private,  Prof-school,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, y
adulto,  Private,  Some-college,  Divorced,  Other-service,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Never-married,  Exec-managerial,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
adulto,  Private,  7th-8th,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, extranjero, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Prof-specialty,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Local-gov,  Bachelors,  Never-married,  Protective-serv,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  Some-college,  Never-married,  Sales,  Own-child,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Never-married,  Tech-support,  Unmarried,  Black,  Female, si, si, excesivo, nacional, n
anciano,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  Husband,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Self-emp-inc,  Bachelors,  Divorced,  Sales,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  ?,  Masters,  Married-civ-spouse,  ?,  Wife,  Asian-Pac-Islander,  Female, no, si, excesivo, extranjero, n
joven,  Private,  HS-grad,  Never-married,  Craft-repair,  Own-child,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Sales,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, no, si, excesivo, nacional, y
joven,  Private,  Some-college,  Never-married,  Other-service,  Not-in-family,  Asian-Pac-Islander,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  Husband,  White,  Male, si, si, excesivo, nacional, y
adulto,  Private,  HS-grad,  Married-civ-spouse,  Sales,  Husband,  White,  Male, no, si, excesivo, nacional, y
joven,  Private,  Some-college,  Married-civ-spouse,  Adm-clerical,  Wife,  Asian-Pac-Islander,  Female, si, si, excesivo, extranjero, n
edad-media,  Private,  HS-grad,  Divorced,  Adm-clerical,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-acdm,  Never-married,  Tech-support,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-acdm,  Never-married,  Prof-specialty,  Not-in-family,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Private,  Assoc-acdm,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Self-emp-inc,  Some-college,  Married-civ-spouse,  Farming-fishing,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Bachelors,  Never-married,  Sales,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  Husband,  Asian-Pac-Islander,  Male, no, si, tiempo-completo, extranjero, y
joven,  ?,  Some-college,  Never-married,  ?,  Own-child,  Black,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Self-emp-not-inc,  Bachelors,  Divorced,  Prof-specialty,  Not-in-family,  Black,  Female, si, si, excesivo, nacional, y
joven,  Private,  Some-college,  Never-married,  Sales,  Own-child,  White,  Male, si, si, medio-tiempo, nacional, n
joven,  Private,  Some-college,  Never-married,  Machine-op-inspct,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
anciano,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  5th-6th,  Married-civ-spouse,  Machine-op-inspct,  Other-relative,  White,  Female, si, si, excesivo, extranjero, n
edad-media,  Private,  Some-college,  Never-married,  Tech-support,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
adulto,  Private,  HS-grad,  Widowed,  Other-service,  Not-in-family,  White,  Female, si, si, medio-tiempo, nacional, n
edad-media,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, no, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Transport-moving,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  11th,  Never-married,  Exec-managerial,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
anciano,  Self-emp-not-inc,  Masters,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, medio-tiempo, nacional, n
adulto,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Farming-fishing,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  ?,  Assoc-voc,  Never-married,  ?,  Own-child,  Black,  Female, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Prof-specialty,  Wife,  White,  Female, si, no, excesivo, nacional, y
adulto,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  Husband,  White,  Male, si, si, excesivo, nacional, n
anciano,  Private,  HS-grad,  Never-married,  Transport-moving,  Not-in-family,  White,  Male, no, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Never-married,  Craft-repair,  Not-in-family,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Never-married,  Adm-clerical,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-voc,  Never-married,  Other-service,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
adulto,  Local-gov,  10th,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, si, excesivo, nacional, n
adulto,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  5th-6th,  Never-married,  Other-service,  Other-relative,  White,  Male, si, si, excesivo, extranjero, n
edad-media,  Private,  HS-grad,  Never-married,  Craft-repair,  Other-relative,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Masters,  Never-married,  Prof-specialty,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  HS-grad,  Never-married,  Sales,  Unmarried,  Black,  Male, si, si, tiempo-completo, extranjero, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Other-service,  Husband,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-acdm,  Never-married,  Sales,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-voc,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  State-gov,  HS-grad,  Married-civ-spouse,  Protective-serv,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Never-married,  Farming-fishing,  Not-in-family,  White,  Male, si, si, medio-tiempo, nacional, n
joven,  State-gov,  Some-college,  Never-married,  Protective-serv,  Own-child,  Black,  Female, si, si, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  Bachelors,  Never-married,  Sales,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
anciano,  ?,  11th,  Married-civ-spouse,  ?,  Husband,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  ?,  Assoc-voc,  Divorced,  ?,  Unmarried,  White,  Female, si, si, excesivo, nacional, n
adulto,  Private,  Assoc-acdm,  Married-spouse-absent,  Other-service,  Not-in-family,  White,  Male, si, si, tiempo-completo, extranjero, n
edad-media,  Private,  Bachelors,  Never-married,  Prof-specialty,  Own-child,  White,  Male, si, si, tiempo-completo, nacional, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Other-service,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Local-gov,  11th,  Married-civ-spouse,  Transport-moving,  Husband,  White,  Male, si, si, tiempo-completo, nacional, n
adulto,  ?,  Bachelors,  Married-civ-spouse,  ?,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Federal-gov,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, si, excesivo, nacional, y
anciano,  Private,  11th,  Widowed,  Other-service,  Unmarried,  Other,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-voc,  Married-civ-spouse,  Tech-support,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Wife,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Self-emp-not-inc,  9th,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, extranjero, n
